id|Regione|Provincia|Comune|Indirizzo|Cap|Banca|ABI|CAB
205|Piemonte|Alessandria|Alessandria|Via Genova, 194|15047|Unicredit, Societa' per Azioni|2008|10401
206|Piemonte|Alessandria|Alessandria|Via Santa Caterina da Siena, 18 Ang. Via Venezia|15100|Unicredit, Societa' per Azioni|2008|10411
207|Piemonte|Alessandria|Alessandria|Via Dante Ang. Corso Lamarmora|15100|Unione di Banche Italiane Societa' per Azioni (in Forma Abbreviata Ubi Banca)|3111|10400
208|Piemonte|Alessandria|Alessandria|Via Venezia, 16 Presso Presidio Ospedaliero Santi Antonio e Biagio|15100|Unione di Banche Italiane Societa' per Azioni (in Forma Abbreviata Ubi Banca)|3111|10401
209|Piemonte|Alessandria|Alessandria|Piazza Garibaldi - Angolo Corso Cento Cannoni|15100|Veneto Banca S.P.A.|5035|10400
210|Piemonte|Alessandria|Alice Bel Colle|Via Roma, 3|15010|Banca di Legnano S.p.A.|3204|67620
211|Piemonte|Alessandria|Arquata Scrivia|Largo Mazzini, 13|15061|Banca Carige S.P.A. - Cassa di Risparmio Di Genova e Imperia(in Forma Abbreviata Carige S.P.A.)|6175|47960
212|Piemonte|Alessandria|Arquata Scrivia|Piazza Bertelli, 14|15061|Banca Popolare di Milano - Societa' Cooperativa A Responsabilita' Limitata|5584|47960
213|Piemonte|Alessandria|Arquata Scrivia|Via Libarna, 211|15061|Intesa Sanpaolo S.P.A.|3069|47960
214|Piemonte|Alessandria|Arquata Scrivia|Piazza Bertelli, 11|15061|Unicredit, Societa' per Azioni|2008|47960
215|Piemonte|Alessandria|Arquata Scrivia|Via Libarna, 56|15061|Unione di Banche Italiane Societa' per Azioni (in Forma Abbreviata Ubi Banca)|3111|47960
216|Piemonte|Alessandria|Balzola|Via Mameli, 28|15031|Unicredit, Societa' per Azioni|2008|47970
217|Piemonte|Alessandria|Basaluzzo|Piazza Garibaldi, 3|15060|Banca Popolare di Milano - Societa' Cooperativa A Responsabilita' Limitata|5584|47980
218|Piemonte|Alessandria|Bassignana|Via della Vittoria, 11|15042|Banco Popolare - Societa' Cooperativa|5034|47990
219|Piemonte|Alessandria|Bergamasco|Via Roma, 54|15022|Banca Popolare di Milano - Societa' Cooperativa A Responsabilita' Limitata|5584|48000
220|Piemonte|Alessandria|Bistagno|Corso Italia, 46|15012|Intesa Sanpaolo S.P.A.|3069|48010
221|Piemonte|Alessandria|Bistagno|Corso Italia, 12|15012|Unicredit, Societa' per Azioni|2008|48010
222|Piemonte|Alessandria|Borghetto di Borbera|Via Roma, 122/124|15060|Banca Popolare di Milano - Societa' Cooperativa A Responsabilita' Limitata|5584|48020
223|Piemonte|Alessandria|Borghetto di Borbera|Via San Michele, 2|15060|Unione di Banche Italiane Societa' per Azioni (in Forma Abbreviata Ubi Banca)|3111|48020
224|Piemonte|Alessandria|Borgo San Martino|Piazza Vittorio Emanuele, 5|15032|Banca Popolare di Milano - Societa' Cooperativa A Responsabilita' Limitata|5584|48030
225|Piemonte|Alessandria|Bosco Marengo|Via Roma, 10|15062|Intesa Sanpaolo S.P.A.|3069|48040
226|Piemonte|Alessandria|Bosio|Piazza Repubblica|15060|Banca Carige S.P.A. - Cassa di Risparmio Di Genova e Imperia(in Forma Abbreviata Carige S.P.A.)|6175|48050
227|Piemonte|Alessandria|Bosio|Piazza Repubblica, 11|15060|Banca Popolare di Milano - Societa' Cooperativa A Responsabilita' Limitata|5584|48050
228|Piemonte|Alessandria|Brignano-Frascata|Via Roma, 44|15050|Banca Regionale Europea S.p.A. (B.R.E. Banca S.p.A.)|6906|48060
229|Piemonte|Alessandria|Cabella Ligure|Piazza della Vittoria, 7|15060|Unione di Banche Italiane Societa' per Azioni (in Forma Abbreviata Ubi Banca)|3111|48070
230|Piemonte|Alessandria|Camagna Monferrato|Piazza Lenti, 27|15030|Banco Popolare - Societa' Cooperativa|5034|48080
231|Piemonte|Alessandria|Cantalupo Ligure|Via Umberto I, 33|15060|Banca di Legnano S.p.A.|3204|83510
232|Piemonte|Alessandria|Capriata d'Orba|Via della Piazza, 2|15060|Banca Popolare di Milano - Societa' Cooperativa A Responsabilita' Limitata|5584|48100
233|Piemonte|Alessandria|Carpeneto|Piazza Vittorio Emanuele Ii, 11|15071|Banca Popolare di Milano - Societa' Cooperativa A Responsabilita' Limitata|5584|48110
234|Piemonte|Alessandria|Carrosio|Via Cap. G. C. Odino, 46|15060|Banca Carige S.P.A. - Cassa di Risparmio Di Genova e Imperia(in Forma Abbreviata Carige S.P.A.)|6175|68750
235|Piemonte|Alessandria|Casale Monferrato|Corso Valentino, 111|15033|Banca Carige S.P.A. - Cassa di Risparmio Di Genova e Imperia(in Forma Abbreviata Carige S.P.A.)|6175|22600
236|Piemonte|Alessandria|Casale Monferrato|Via Roma, 66|15033|Banca del Piemonte S.P.A.|3048|22600
237|Piemonte|Alessandria|Casale Monferrato|Via Paleologi, 6|15033|Banca Monte dei Paschi di Siena S.P.A.|1030|22602
238|Piemonte|Alessandria|Casale Monferrato|Via Cavour, 43|15033|Banca Nazionale del Lavoro S.P.A. (in Forma Contratta Bnl S.P.A.)|1005|22600
239|Piemonte|Alessandria|Casale Monferrato|Piazza Giuseppe Mazzini, 4|15033|Banca Piccolo Credito Valtellinese, Societa' per Azioni|5216|22603
240|Piemonte|Alessandria|Casale Monferrato|Corso Indipendenza, 16|15033|Banca Popolare di Milano - Societa' Cooperativa A Responsabilita' Limitata|5584|22600
241|Piemonte|Alessandria|Casale Monferrato|Via Saffi, 33|15033|Banca Sella - S.P.A.|3268|22600
242|Piemonte|Alessandria|Casale Monferrato|Piazza San Francesco, 19|15033|Banco di Desio e della Brianza - Societa' per Azioni|3440|22600
243|Piemonte|Alessandria|Casale Monferrato|Piazza Tavallini, 2|15033|Banco Popolare - Societa' Cooperativa|5034|22600
244|Piemonte|Alessandria|Casale Monferrato|Corso Indipendenza, 31|15033|Cassa di Risparmio Di Asti S.P.A. (in Forma Abbreviata Banca C.R. Asti S.P.A.)|6085|22600
245|Piemonte|Alessandria|Casale Monferrato|Piazza Cesare Battisti, 32|15033|Cassa di Risparmio Di Biella e Vercelli - Biverbanca Spa|6090|22600
246|Piemonte|Alessandria|Casale Monferrato|Via Roma, 53|15033|Cassa di Risparmio Di Bra S.P.A.|6095|22600
247|Piemonte|Alessandria|Casale Monferrato|Piazza Martiri della Liberta', 19|15033|Cassa di Risparmio Di Parma e Piacenza S.P.A. (in Forma Abbreviata Cariparmaepiacenza S.P.A.)|6230|22601
248|Piemonte|Alessandria|Casale Monferrato|Via Vigliani Angolo Via Sella|15033|Credito Emiliano S.P.A.|3032|22600
249|Piemonte|Alessandria|Casale Monferrato|Piazza Martiri della Liberta', 25|15033|Deutsche Bank S.P.A.|3104|22600
250|Piemonte|Alessandria|Casale Monferrato|Via Magnocavallo, 17/A|15033|Intesa Sanpaolo Private Banking S.P.A.|3239|22601
251|Piemonte|Alessandria|Casale Monferrato|Corso Valentino, 120|15033|Intesa Sanpaolo S.P.A.|3069|22605
252|Piemonte|Alessandria|Casale Monferrato|Via Magnocavallo, 25|15033|Intesa Sanpaolo S.P.A.|3069|22600
253|Piemonte|Alessandria|Casale Monferrato|Piazza Marinai d'Italia, 38|15033|Unicredit, Societa' per Azioni|2008|22698
254|Piemonte|Alessandria|Casale Monferrato|Piazza Mazzini, 7|15033|Unicredit, Societa' per Azioni|2008|22600
255|Piemonte|Alessandria|Casale Monferrato|Via Stefano Guazzo, 12|15033|Unicredit, Societa' per Azioni|2008|22690
256|Piemonte|Alessandria|Casale Monferrato|Via Stefano Guazzo, 12|15033|Unicredit, Societa' per Azioni|2008|22603
257|Piemonte|Alessandria|Casale Monferrato|Piazza s. Francesco, 10|15033|Unione di Banche Italiane Societa' per Azioni (in Forma Abbreviata Ubi Banca)|3111|22601
258|Piemonte|Alessandria|Casale Monferrato|Viale Giovanni Giolitti, 2|15033|Unione di Banche Italiane Societa' per Azioni (in Forma Abbreviata Ubi Banca)|3111|22600
259|Piemonte|Alessandria|Casale Monferrato|Corso Giovane Italia, 8|15033|Veneto Banca S.P.A.|5035|22600
260|Piemonte|Alessandria|Casalnoceto|Piazza Martiri della Liberta', 10|15052|Unione di Banche Italiane Societa' per Azioni (in Forma Abbreviata Ubi Banca)|3111|48130
261|Piemonte|Alessandria|Cassano Spinola|Via IV Novembre, 5|15063|Cassa di Risparmio Di Parma e Piacenza S.P.A. (in Forma Abbreviata Cariparmaepiacenza S.P.A.)|6230|48140
262|Piemonte|Alessandria|Cassine|Via del Ponte, 5|15016|Banca Popolare di Milano - Societa' Cooperativa A Responsabilita' Limitata|5584|48150
263|Piemonte|Alessandria|Castellazzo Bormida|Via XXV Aprile, 1|15073|Banca Popolare di Milano - Societa' Cooperativa A Responsabilita' Limitata|5584|48160
264|Piemonte|Alessandria|Castellazzo Bormida|Piazzetta Don Giovanni Cossai, 18|15073|Banco Popolare - Societa' Cooperativa|5034|48160
265|Piemonte|Alessandria|Castellazzo Bormida|Piazza Vittorio Emanuele, 47|15073|Intesa Sanpaolo S.P.A.|3069|48160
266|Piemonte|Alessandria|Castelletto d'Orba|Via Cortella, 2|15060|Banca Popolare di Milano - Societa' Cooperativa A Responsabilita' Limitata|5584|48170
267|Piemonte|Alessandria|Castelnuovo Scrivia|Piazza Vittorio Emanuele Ii, 2|15053|Banca Popolare di Milano - Societa' Cooperativa A Responsabilita' Limitata|5584|48190
268|Piemonte|Alessandria|Castelnuovo Scrivia|Via Solferino, 2|15053|Cassa di Risparmio Di Parma e Piacenza S.P.A. (in Forma Abbreviata Cariparmaepiacenza S.P.A.)|6230|48190
269|Piemonte|Alessandria|Castelnuovo Scrivia|Via Nino Bixio, 17|15053|Intesa Sanpaolo S.P.A.|3069|48191
270|Piemonte|Alessandria|Castelnuovo Scrivia|Via Solferino, 11|15053|Unione di Banche Italiane Societa' per Azioni (in Forma Abbreviata Ubi Banca)|3111|48190
271|Piemonte|Alessandria|Cella Monte|Via d. Barbano, 16|15034|Intesa Sanpaolo S.P.A.|3069|48200
272|Piemonte|Alessandria|Cerrina Monferrato|Via Nazionale, 36/A|15020|Banca Popolare di Milano - Societa' Cooperativa A Responsabilita' Limitata|5584|48220
273|Piemonte|Alessandria|Cerrina Monferrato|Via Nazionale, 91|15020|Cassa di Risparmio Di Biella e Vercelli - Biverbanca Spa|6090|48220
274|Piemonte|Alessandria|Felizzano|Via Matteotti Ang. Via V. Veneto|15023|Banca Popolare di Milano - Societa' Cooperativa A Responsabilita' Limitata|5584|48230
275|Piemonte|Alessandria|Felizzano|Via Paolo Ercole, 39|15023|Intesa Sanpaolo S.P.A.|3069|48230
276|Piemonte|Alessandria|Frassineto Po|Corso XX Settembre, 117|15040|Banca del Piemonte S.P.A.|3048|48250
277|Piemonte|Alessandria|Fresonara|Via Boscomarengo, 15|15064|Intesa Sanpaolo S.P.A.|3069|48260
278|Piemonte|Alessandria|Frugarolo|Via Matteotti, 49/A|15065|Banca Popolare di Milano - Societa' Cooperativa A Responsabilita' Limitata|5584|48270
279|Piemonte|Alessandria|Fubine Monferrato|Corso Roma, 10|15043|Banca Carige S.P.A. - Cassa di Risparmio Di Genova e Imperia(in Forma Abbreviata Carige S.P.A.)|6175|48280
280|Piemonte|Alessandria|Fubine Monferrato|Via Don Orione, 9|15043|Unicredit, Societa' per Azioni|2008|48280
281|Piemonte|Alessandria|Gabiano|Via V. Veneto, 12|15020|Banca Popolare di Milano - Societa' Cooperativa A Responsabilita' Limitata|5584|48290
282|Piemonte|Alessandria|Garbagna|Via Roma, 21|15050|Unione di Banche Italiane Societa' per Azioni (in Forma Abbreviata Ubi Banca)|3111|48300
283|Piemonte|Alessandria|Gavi|Piazza Dante Alighieri, 14/R|15066|Banca Carige S.P.A. - Cassa di Risparmio Di Genova e Imperia(in Forma Abbreviata Carige S.P.A.)|6175|48310
284|Piemonte|Alessandria|Gavi|Piazza Dante Alighieri, 3|15066|Banca Popolare di Milano - Societa' Cooperativa A Responsabilita' Limitata|5584|48310
285|Piemonte|Alessandria|Gavi|Via Roma, 2|15066|Cassa di Risparmio Di Parma e Piacenza S.P.A. (in Forma Abbreviata Cariparmaepiacenza S.P.A.)|6230|48310
286|Piemonte|Alessandria|Gavi|Piazza Dante, 9/A|15066|Unicredit, Societa' per Azioni|2008|48310
287|Piemonte|Alessandria|Giarole|Via Roma, 7|15036|Unicredit, Societa' per Azioni|2008|48320
288|Piemonte|Alessandria|Isola Sant'Antonio|Piazza Peso Pubblico Ang. Via Cavour|15050|Unione di Banche Italiane Societa' per Azioni (in Forma Abbreviata Ubi Banca)|3111|48330
289|Piemonte|Alessandria|Lerma|Via G.B. Baldo|15070|Banca Sella - S.P.A.|3268|0
290|Piemonte|Alessandria|Lu|Via Mameli, 71|15040|Unicredit, Societa' per Azioni|2008|48340
291|Piemonte|Alessandria|Masio|Piazza Borgo Nuovo, 1/2|15024|Banca Popolare di Milano - Societa' Cooperativa A Responsabilita' Limitata|5584|48350
292|Piemonte|Alessandria|Mirabello Monferrato|Piazza Liberta', 31|15040|Unicredit, Societa' per Azioni|2008|48360
293|Piemonte|Alessandria|Molare|Via Roma, 19|15074|Unicredit, Societa' per Azioni|2008|48370
294|Piemonte|Alessandria|Molino dei Torti|Via Roma, 106 - Angolo Piazza Don Milanese|15050|Banca di Legnano S.p.A.|3204|48800
295|Piemonte|Alessandria|Mombello Monferrato|Strada Provinciale Casale-Torino,15|15020|Banca del Piemonte S.P.A.|3048|48380
296|Piemonte|Alessandria|Monleale|Corso Roma, 86|15059|Intesa Sanpaolo S.P.A.|3069|48390
297|Piemonte|Alessandria|Monleale|Corso Roma, 41|15059|Unione di Banche Italiane Societa' per Azioni (in Forma Abbreviata Ubi Banca)|3111|48390
298|Piemonte|Alessandria|Montechiaro d'Acqui|Via Nazionale, 29|15010|Cassa di Risparmio Di Asti S.P.A. (in Forma Abbreviata Banca C.R. Asti S.P.A.)|6085|67470
299|Piemonte|Alessandria|Morano sul Po|Via Bavoso, 21|15025|Unicredit, Societa' per Azioni|2008|48400
300|Piemonte|Alessandria|Murisengo|Via Umberto I, 37|15020|Banco Popolare - Societa' Cooperativa|5034|48410
301|Piemonte|Alessandria|Murisengo|Via Asti, 6|15020|Intesa Sanpaolo S.P.A.|3069|48410
302|Piemonte|Alessandria|Novi Ligure|Viale Aurelio Saffi, 3|15067|Banca Carige S.P.A. - Cassa di Risparmio Di Genova e Imperia(in Forma Abbreviata Carige S.P.A.)|6175|48420
303|Piemonte|Alessandria|Novi Ligure|Via Girardengo, 88|15067|Banca Finnat Euramerica S.P.A. (In Forma Abbreviata Banca Finnat S.P.A. Ovvero Banca Euramerica S.P.A.)|3087|48420
304|Piemonte|Alessandria|Novi Ligure|Via Marconi, 85|15067|Banca Nazionale del Lavoro S.P.A. (in Forma Contratta Bnl S.P.A.)|1005|48420
305|Piemonte|Alessandria|Novi Ligure|Corso Marenco, 83|15067|Banca Passadore & C. S.P.A.|3332|48420
306|Piemonte|Alessandria|Novi Ligure|Via Raggio Ang. Via Figini|15067|Banca Piccolo Credito Valtellinese, Societa' per Azioni|5216|48423
307|Piemonte|Alessandria|Novi Ligure|Corso Marenco, 57 Ang. Via Giacometti|15067|Banca Popolare di Milano - Societa' Cooperativa A Responsabilita' Limitata|5584|48420
308|Piemonte|Alessandria|Novi Ligure|Via Mazzini, 50/A|15067|Banca Popolare di Milano - Societa' Cooperativa A Responsabilita' Limitata|5584|48421
309|Piemonte|Alessandria|Novi Ligure|Corso Romualdo Marenco, 59|15067|Banca Popolare di Sondrio, Societa' Cooperativa Per Azioni|5696|48420
310|Piemonte|Alessandria|Novi Ligure|Corso Romualdo Marenco, 87|15067|Banco Popolare - Societa' Cooperativa|5034|48420
311|Piemonte|Alessandria|Novi Ligure|Piazza Indipendenza, 5|15067|Cassa di Risparmio Di Asti S.P.A. (in Forma Abbreviata Banca C.R. Asti S.P.A.)|6085|48420
312|Piemonte|Alessandria|Novi Ligure|Corso Romualdo Marenco, 30|15067|Cassa di Risparmio Di Parma e Piacenza S.P.A. (in Forma Abbreviata Cariparmaepiacenza S.P.A.)|6230|48422
313|Piemonte|Alessandria|Novi Ligure|Corso Marenco, 6|15067|Intesa Sanpaolo Private Banking S.P.A.|3239|48425
314|Piemonte|Alessandria|Novi Ligure|Piazza Repubblica, 4|15067|Intesa Sanpaolo S.P.A.|3069|48420
315|Piemonte|Alessandria|Novi Ligure|Via Don Minzoni, 21|15067|Unicredit, Societa' per Azioni|2008|48423
316|Piemonte|Alessandria|Novi Ligure|Via N. Girardengo, 28|15067|Unicredit, Societa' per Azioni|2008|48422
317|Piemonte|Alessandria|Novi Ligure|Via Nicolo' Girardengo, 26|15067|Unicredit, Societa' per Azioni|2008|48420
318|Piemonte|Alessandria|Novi Ligure|Corso Marenco, 141|15067|Unione di Banche Italiane Societa' per Azioni (in Forma Abbreviata Ubi Banca)|3111|48420
319|Piemonte|Alessandria|Novi Ligure|Piazza della Repubblica, 6/9|15067|Unipol Banca Spa|3127|48420
320|Piemonte|Alessandria|Occimiano|Via Vittorio Emanuele II, 39|15040|Banco Popolare - SocietÃ Cooperativa|5034|48430
321|Piemonte|Alessandria|Odalengo Grande|Via Pozzo 48|15020|Banca Sella - S.P.A.|3268|0
322|Piemonte|Alessandria|Ottiglio|Via Mazza, 18|15038|Intesa Sanpaolo S.p.A.|3069|48440
323|Piemonte|Alessandria|Ovada|Via Torino, 10|15076|Banca Carige S.P.A. - Cassa di Risparmio Di Genova e Imperia(in Forma Abbreviata Carige S.P.A.)|6175|48450
324|Piemonte|Alessandria|Ovada|Corso Saracco, 6|15076|Banca Popolare di Milano - Societa' Cooperativa A Responsabilita' Limitata|5584|48450
325|Piemonte|Alessandria|Ovada|Piazza Garibaldi, 8|15076|Banca Sella - S.P.A.|3268|48450
326|Piemonte|Alessandria|Ovada|Piazza Garibaldi, 39|15076|Banco Popolare - Societa' Cooperativa|5034|48451
327|Piemonte|Alessandria|Ovada|Via Cairoli, 139|15076|Intesa Sanpaolo S.P.A.|3069|48451
328|Piemonte|Alessandria|Ovada|Piazza XX Settembre, 55|15076|Unicredit, Societa' per Azioni|2008|48450
329|Piemonte|Alessandria|Ovada|Via Torino, 135|15076|Unione di Banche Italiane Societa' per Azioni (in Forma Abbreviata Ubi Banca)|3111|48450
330|Piemonte|Alessandria|Ovada|Corso Italia, 43/L|15076|Unipol Banca Spa|3127|48450
331|Piemonte|Alessandria|Oviglio|Via Vittorio Emanuele Ii, 11|15026|Banca Popolare di Milano - Societa' Cooperativa A Responsabilita' Limitata|5584|48460
332|Piemonte|Alessandria|Ozzano Monferrato|Via Roma, 13/A|15039|Banca del Piemonte S.P.A.|3048|48470
333|Piemonte|Alessandria|Pontecurone|Via Emilia, 96|15055|Banca Centropadana Credito Cooperativo - Societa' Cooperativa|8324|48480
334|Piemonte|Alessandria|Pontecurone|Via Roma, 51|15055|Banca Popolare di Milano - Societa' Cooperativa A Responsabilita' Limitata|5584|48480
335|Piemonte|Alessandria|Pontecurone|Piazza Matteotti, 5|15055|Unione di Banche Italiane Societa' per Azioni (in Forma Abbreviata Ubi Banca)|3111|48480
336|Piemonte|Alessandria|Pontestura|Corso Italia, 25|15027|Banco Popolare - Societa' Cooperativa|5034|48490
337|Piemonte|Alessandria|Pontestura|Corso Italia, 21|15027|Intesa Sanpaolo S.P.A.|3069|48490
338|Piemonte|Alessandria|Ponzone|Piazza Italia, 4|15010|Banca di Legnano S.p.A.|3204|48500
339|Piemonte|Alessandria|Pozzolo Formigaro|Via Roma Angolo Via Asilo Raggio, Snc|15068|Banca Popolare di Milano - Societa' Cooperativa A Responsabilita' Limitata|5584|48510
340|Piemonte|Alessandria|Pozzolo Formigaro|Via Roma, 73|15068|Intesa Sanpaolo S.P.A.|3069|48513
341|Piemonte|Alessandria|Pozzolo Formigaro|Via Roma, 31|15068|Unione di Banche Italiane Societa' per Azioni (in Forma Abbreviata Ubi Banca)|3111|48510
342|Piemonte|Alessandria|Predosa|Piazza Matteotti, 23|15077|Banca Popolare di Milano - Societa' Cooperativa A Responsabilita' Limitata|5584|48520
343|Piemonte|Alessandria|Quargnento|Piazza I Maggio, 3|15044|Banca Popolare di Milano - Societa' Cooperativa A Responsabilita' Limitata|5584|48530
344|Piemonte|Alessandria|Quattordio|Piazza s. Pietro, 1|15028|Banca Popolare di Milano - Societa' Cooperativa A Responsabilita' Limitata|5584|48540
345|Piemonte|Alessandria|Quattordio|Via Garavelli, 4|15028|Cassa di Risparmio Di Asti S.P.A. (in Forma Abbreviata Banca C.R. Asti S.P.A.)|6085|48540
346|Piemonte|Alessandria|Rivalta Bormida|Via Roma, 80|15010|Banca Popolare di Milano - Societa' Cooperativa A Responsabilita' Limitata|5584|48550
347|Piemonte|Alessandria|Rocchetta Ligure|Piazza Regina Margherita|15060|Unione di Banche Italiane Societa' per Azioni (in Forma Abbreviata Ubi Banca)|3111|48560
348|Piemonte|Alessandria|Rosignano Monferrato|Via Mazzini, 17|15030|Cassa di Risparmio Di Asti S.P.A. (in Forma Abbreviata Banca C.R. Asti S.P.A.)|6085|37680
349|Piemonte|Alessandria|Sale|Via Mentana, 2|15045|Cassa di Risparmio Di Parma e Piacenza S.P.A. (in Forma Abbreviata Cariparmaepiacenza S.P.A.)|6230|48570
350|Piemonte|Alessandria|Sale|Via Roma, 6|15045|Intesa Sanpaolo S.P.A.|3069|48571
351|Piemonte|Alessandria|Sale|Piazza Garibaldi, 8|15045|Unione di Banche Italiane Societa' per Azioni (in Forma Abbreviata Ubi Banca)|3111|48570
352|Piemonte|Alessandria|San Giorgio Monferrato|Strada Statale Casale Asti, 150|15020|Banca Popolare di Milano - Societa' Cooperativa A Responsabilita' Limitata|5584|67630
353|Piemonte|Alessandria|San Salvatore Monferrato|Via Avalle, 1|15046|Banca Popolare di Milano - Societa' Cooperativa A Responsabilita' Limitata|5584|48580
354|Piemonte|Alessandria|San Salvatore Monferrato|Piazza Generale Carmagnola, 6|15046|Banco Popolare - Societa' Cooperativa|5034|48580
355|Piemonte|Alessandria|San Salvatore Monferrato|Via Panza, 37|15046|Intesa Sanpaolo S.P.A.|3069|48581
356|Piemonte|Alessandria|San Sebastiano Curone|Via Anselmi|15056|Cassa di Risparmio Di Parma e Piacenza S.P.A. (in Forma Abbreviata Cariparmaepiacenza S.P.A.)|6230|48590
357|Piemonte|Alessandria|Sarezzano|Piazza Ludovico Sarzano, 4|15050|Unione di Banche Italiane Societa' per Azioni (in Forma Abbreviata Ubi Banca)|3111|48600
358|Piemonte|Alessandria|Serralunga di Crea|Piazza Giovanni Xxiii, 1|15020|Cassa di Risparmio Di Biella e Vercelli - Biverbanca Spa|6090|48610
359|Piemonte|Alessandria|Serravalle Scrivia|Via Berthoud, 210|15069|Banco Popolare - Societa' Cooperativa|5034|48620
