id|Regione|Provincia|Comune|Indirizzo|Cap|Banca|ABI|CAB
367|Piemonte|Alessandria|Strevi|Via Alessandria, 8|15019|Intesa Sanpaolo S.p.A.|3069|41240
368|Piemonte|Alessandria|Ticineto|Via Giacomo Matteotti, 3|15040|Intesa Sanpaolo S.P.A.|3069|48660
369|Piemonte|Alessandria|Tortona|Piazza Roma, 34|15057|Banca Carige S.P.A. - Cassa di Risparmio Di Genova e Imperia(in Forma Abbreviata Carige S.P.A.)|6175|48670
370|Piemonte|Alessandria|Tortona|Corso Alessandria, 39 Angolo Corso della Repubblica, 2|15057|Banca Centropadana Credito Cooperativo - Societa' Cooperativa|8324|48670
371|Piemonte|Alessandria|Tortona|Piazza Roma, 2|15057|Banca Nazionale del Lavoro S.P.A. (in Forma Contratta Bnl S.P.A.)|1005|48670
372|Piemonte|Alessandria|Tortona|Via Emilia, 98|15057|Banca Piccolo Credito Valtellinese, Societa' per Azioni|5216|48672
373|Piemonte|Alessandria|Tortona|Corso Romita, 47/49 Ang. Via Manzoni, 1/A|15057|Banca Popolare di Milano - Societa' Cooperativa A Responsabilita' Limitata|5584|48672
374|Piemonte|Alessandria|Tortona|Via Emilia, 9/11|15057|Banca Popolare di Milano - Societa' Cooperativa A Responsabilita' Limitata|5584|48670
375|Piemonte|Alessandria|Tortona|Corso Montebello, 19/C|15057|Banca Sella - S.P.A.|3268|48670
376|Piemonte|Alessandria|Tortona|Via Emilia, 301|15057|Banco di Desio e della Brianza - Societa' per Azioni|3440|48670
377|Piemonte|Alessandria|Tortona|Piazza Gavino Lugano, 11|15057|Banco Popolare - Societa' Cooperativa|5034|48670
378|Piemonte|Alessandria|Tortona|Largo Borgarelli Eugenio, 22|15057|Bcc di Alba, Langhe, Roero e del Canavese S.C.|8530|48670
379|Piemonte|Alessandria|Tortona|Corso Montebello, 1 Ang. Largo Borgarelli, 7|15057|Cassa di Risparmio Di Asti S.P.A. (in Forma Abbreviata Banca C.R. Asti S.P.A.)|6085|48670
380|Piemonte|Alessandria|Tortona|Piazza s. Allende, 5|15057|Cassa di Risparmio Di Biella e Vercelli - Biverbanca Spa|6090|48670
381|Piemonte|Alessandria|Tortona|Corso Romita, 10/B|15057|Cassa di Risparmio Di Parma e Piacenza S.P.A. (in Forma Abbreviata Cariparmaepiacenza S.P.A.)|6230|48671
382|Piemonte|Alessandria|Tortona|Piazza Duomo, 6|15057|Intesa Sanpaolo S.P.A.|3069|48670
383|Piemonte|Alessandria|Tortona|Via Emilia, 47|15057|Unicredit, Societa' per Azioni|2008|48671
384|Piemonte|Alessandria|Tortona|Corso Repubblica, 2/d|15057|Unione di Banche Italiane Societa' per Azioni (in Forma Abbreviata Ubi Banca)|3111|48671
385|Piemonte|Alessandria|Tortona|Piazza Duomo, 13|15057|Unione di Banche Italiane Societa' per Azioni (in Forma Abbreviata Ubi Banca)|3111|48670
386|Piemonte|Alessandria|Tortona|Piazza Felice Cavallotti, 1 Presso Asl 20|15057|Unione di Banche Italiane Societa' per Azioni (in Forma Abbreviata Ubi Banca)|3111|48672
387|Piemonte|Alessandria|Valenza|Via Canonico Zuffi, 3|15048|Banca Carige S.P.A. - Cassa di Risparmio Di Genova e Imperia(in Forma Abbreviata Carige S.P.A.)|6175|48680
388|Piemonte|Alessandria|Valenza|Circonvallazione Ovest - Zona Coinor - Lotto 2 A -|15048|Banca Popolare di Milano - Societa' Cooperativa A Responsabilita' Limitata|5584|48681
389|Piemonte|Alessandria|Valenza|Corso Garibaldi, 46/48|15048|Banca Popolare di Milano - Societa' Cooperativa A Responsabilita' Limitata|5584|48680
390|Piemonte|Alessandria|Valenza|Via Lega Lombarda, 7|15048|Banco Popolare - Societa' Cooperativa|5034|48680
391|Piemonte|Alessandria|Valenza|Corso Garibaldi, 109/e|15048|Cassa di Risparmio Di Asti S.P.A. (in Forma Abbreviata Banca C.R. Asti S.P.A.)|6085|48680
392|Piemonte|Alessandria|Valenza|Viale Vicenza, 4/A|15048|Cassa di Risparmio Di Biella e Vercelli - Biverbanca Spa|6090|48680
393|Piemonte|Alessandria|Valenza|Via Cunietti, 8|15048|Cassa di Risparmio Di Parma e Piacenza S.P.A. (in Forma Abbreviata Cariparmaepiacenza S.P.A.)|6230|48680
394|Piemonte|Alessandria|Valenza|Corso Garibaldi, 111/113|15048|Intesa Sanpaolo S.P.A.|3069|48680
395|Piemonte|Alessandria|Valenza|Viale Dante Alighieri, 31|15048|Unicredit, Societa' per Azioni|2008|10408
396|Piemonte|Alessandria|Valenza|Viale Dante, 13|15048|Unicredit, Societa' per Azioni|2008|48680
397|Piemonte|Alessandria|Valenza|Viale Dante, 68|15048|Unione di Banche Italiane Societa' per Azioni (in Forma Abbreviata Ubi Banca)|3111|48680
398|Piemonte|Alessandria|Valmacca|Piazza Tersilla di Bisio, 25|15040|Banca del Piemonte S.P.A.|3048|0
399|Piemonte|Alessandria|Vignale Monferrato|Piazza del Popolo, 1|15049|Intesa Sanpaolo S.P.A.|3069|48700
400|Piemonte|Alessandria|Vignale Monferrato|Piazza Mezzadra, 16|15049|Unicredit, Societa' per Azioni|2008|48700
401|Piemonte|Alessandria|Vignole Borbera|Via Manzoni, 8|15060|Unione di Banche Italiane Societa' per Azioni (in Forma Abbreviata Ubi Banca)|3111|48710
402|Piemonte|Alessandria|Viguzzolo|Via Vittorio Veneto, 5|15058|Cassa di Risparmio Di Parma e Piacenza S.P.A. (in Forma Abbreviata Cariparmaepiacenza S.P.A.)|6230|48720
403|Piemonte|Alessandria|Villalvernia|Via Carbone, 69|15050|Unione di Banche Italiane Societa' per Azioni (in Forma Abbreviata Ubi Banca)|3111|48730
404|Piemonte|Alessandria|Villanova Monferrato|Via Pietro Bosso, 48|15030|Banca del Piemonte S.P.A.|3048|48740
405|Piemonte|Alessandria|Villanova Monferrato|Via Alzona, 4|15030|Banco Popolare - Societa' Cooperativa|5034|0
406|Piemonte|Alessandria|Villaromagnano|Via della Chiesa|15050|Unione di Banche Italiane Societa' per Azioni (in Forma Abbreviata Ubi Banca)|3111|48750
407|Piemonte|Alessandria|Visone|Via M.Pittavino, 27|15010|Unicredit, Societa' per Azioni|2008|48760
408|Piemonte|Alessandria|Volpedo|Via Pelizza, 55|15059|Cassa di Risparmio Di Parma e Piacenza S.P.A. (in Forma Abbreviata Cariparmaepiacenza S.P.A.)|6230|48770
409|Piemonte|Alessandria|Voltaggio|Piazza Garibaldi, 7|15060|Banca Carige S.P.A. - Cassa di Risparmio Di Genova e Imperia(in Forma Abbreviata Carige S.P.A.)|6175|48780
410|Marche|Ancona|Agugliano|Contrada Gavone, 2/B|60020|Banca Popolare di Ancona Societa' per Azioni|5308|37220
411|Marche|Ancona|Agugliano|Via Nazario Sauro, 17|60020|Carilo - Cassa di Risparmio Di Loreto S.P.A.|6195|37220
412|Marche|Ancona|Agugliano|Via Cesare Battisti, 19/G|60020|Unicredit, Societa' per Azioni|2008|37221
413|Marche|Ancona|Ancona|Via s. Totti, 12/A|60131|Artigiancassa S.P.A.|10681|2600
414|Marche|Ancona|Ancona|Corso G. Garibaldi, 15|60121|Banca Carige S.P.A. - Cassa di Risparmio Di Genova e Imperia(in Forma Abbreviata Carige S.P.A.)|6175|2601
415|Marche|Ancona|Ancona|Strada Pontelungo, 159 B|60100|Banca Carige S.P.A. - Cassa di Risparmio Di Genova e Imperia(in Forma Abbreviata Carige S.P.A.)|6175|2603
416|Marche|Ancona|Ancona|Via Frediani, 8/D|60121|Banca Carige S.P.A. - Cassa di Risparmio Di Genova e Imperia(in Forma Abbreviata Carige S.P.A.)|6175|2604
417|Marche|Ancona|Ancona|Via Maggini, 47|60127|Banca Carige S.P.A. - Cassa di Risparmio Di Genova e Imperia(in Forma Abbreviata Carige S.P.A.)|6175|2602
418|Marche|Ancona|Ancona|Via Martiri della Resistenza, 91|60124|Banca Carim - Cassa di Risparmio Di Rimini S.P.A.|6285|2600
419|Marche|Ancona|Ancona|Via F. Rismondo, 11|60123|Banca di Ancona, Credito Cooperativo Societa' Cooperativa|8916|2602
420|Marche|Ancona|Ancona|Via Maestri del Lavoro, 7|60131|Banca di Ancona, Credito Cooperativo Societa' Cooperativa|8916|2601
421|Marche|Ancona|Ancona|Via Maggini, 116/118|60127|Banca di Ancona, Credito Cooperativo Societa' Cooperativa|8916|2600
422|Marche|Ancona|Ancona|Via Rodi, 5|60124|Banca di Ancona, Credito Cooperativo Societa' Cooperativa|8916|2603
423|Marche|Ancona|Ancona|Via Sandro Totti, 3|60131|Banca Ifis S.P.A. (Ovvero Ifis Banca S.P.A. o in Forma Abbreviata Ifis S.P.A.)|3205|2600
424|Marche|Ancona|Ancona|Corso Garibaldi, 99|60121|Banca Monte dei Paschi di Siena S.P.A.|1030|2603
425|Marche|Ancona|Ancona|Piazzale Italia, 6|60125|Banca Monte dei Paschi di Siena S.P.A.|1030|2602
426|Marche|Ancona|Ancona|Via 1° Maggio, 70/A|60131|Banca Monte dei Paschi di Siena S.P.A.|1030|2610
427|Marche|Ancona|Ancona|Via del Conero, 20|60129|Banca Monte dei Paschi di Siena S.P.A.|1030|2604
428|Marche|Ancona|Ancona|Via I Maggio, 70/d|60131|Banca Monte dei Paschi di Siena S.P.A.|1030|2662
429|Marche|Ancona|Ancona|Via Pinocchio, 1|60127|Banca Monte dei Paschi di Siena S.P.A.|1030|2605
430|Marche|Ancona|Ancona|Via Rismondo, 10/A|60123|Banca Monte dei Paschi di Siena S.P.A.|1030|2601
431|Marche|Ancona|Ancona|Via San Martino, 27|60122|Banca Monte dei Paschi di Siena S.P.A.|1030|2600
432|Marche|Ancona|Ancona|Corso Stamira, 10|60122|Banca Nazionale del Lavoro S.P.A. (in Forma Contratta Bnl S.P.A.)|1005|2600
433|Marche|Ancona|Ancona|Piazza Pezzotti, 20|60127|Banca Nazionale del Lavoro S.P.A. (in Forma Contratta Bnl S.P.A.)|1005|2603
434|Marche|Ancona|Ancona|Via Luigi Ruggeri, 1|60131|Banca Nazionale del Lavoro S.P.A. (in Forma Contratta Bnl S.P.A.)|1005|2604
435|Marche|Ancona|Ancona|Corso Stamira, 44|60122|Banca Piccolo Credito Valtellinese, Societa' per Azioni|5216|2602
436|Marche|Ancona|Ancona|Piazza Ugo Bassi, 13/A|60127|Banca Piccolo Credito Valtellinese, Societa' per Azioni|5216|2601
437|Marche|Ancona|Ancona|Corso Stamira, 14|60122|Banca Popolare di Ancona Societa' per Azioni|5308|2684
438|Marche|Ancona|Ancona|Via delle Brecce Bianche, 68/I|60131|Banca Popolare di Ancona Societa' per Azioni|5308|2611
439|Marche|Ancona|Ancona|Via Umani|60131|Banca Popolare di Ancona Societa' per Azioni|5308|2601
440|Marche|Ancona|Ancona|Viale C. Colombo, 56|60127|Banca Popolare di Ancona Societa' per Azioni|5308|2691
441|Marche|Ancona|Ancona|Corso Garibaldi, 140|60121|Banca Popolare di Bari - Societa' Cooperativa Per Azioni|5424|2601
442|Marche|Ancona|Ancona|Via Martiri della Resistenza, 15|60125|Banca Popolare di Puglia e Basilicata - Societa' Cooperativa Per Azioni|5385|2600
443|Marche|Ancona|Ancona|Via Martiri della Resistenza, 70|60125|Banca Popolare di Spoleto S.P.A.|5704|2600
444|Marche|Ancona|Ancona|Via Primo Maggio, 22|60131|Banca Popolare Etica - Societa' Cooperativa Per Azioni (in Forma Abbreviata Banca Etica o Bpe)|5018|2600
445|Marche|Ancona|Ancona|Via Cialdini 2|60122|Banca Prossima S.P.A. (in Forma Abbreviata Prossima S.P.A.)|3359|2601
446|Marche|Ancona|Ancona|Via I Maggio, 22|60131|Bper Banca S.P.A.|5387|2600
447|Marche|Ancona|Ancona|Corso Garibaldi, 44/46|60121|Carilo - Cassa di Risparmio Di Loreto S.P.A.|6195|2600
448|Marche|Ancona|Ancona|Via Ruggeri, 3/O|60131|Carilo - Cassa di Risparmio Di Loreto S.P.A.|6195|2601
449|Marche|Ancona|Ancona|Via Martiri della Resistenza, 45/B|60125|Cassa di Risparmio Di Cesena S.P.A.|6120|2685
450|Marche|Ancona|Ancona|Piazzale della Liberta', 3|60125|Cassa di Risparmio Di Ravenna S.P.A.|6270|2600
451|Marche|Ancona|Ancona|Cia Carlo Alberto, 87C - 87d|60127|Chebanca! S.P.A.|3058|0
452|Marche|Ancona|Ancona|Via M. della Resistenza, 77|60125|Compass Banca Spa|19275|0
453|Marche|Ancona|Ancona|Corso Stamira, 34|60122|Credito Emiliano S.P.A.|3032|2600
454|Marche|Ancona|Ancona|Corso Stamira, 74|60122|Deutsche Bank S.P.A.|3104|2601
455|Marche|Ancona|Ancona|Via Martiri della Resistenza, 74|60125|Deutsche Bank S.P.A.|3104|2600
456|Marche|Ancona|Ancona|Via XXIX Settembre, 18/A|60122|Fideuram - Intesa Sanpaolo Private Banking S.P.A.|3296|2600
457|Marche|Ancona|Ancona|Via Martiri della Resistenza, 2/A|60125|Findomestic Banca Spa|3115|2601
458|Marche|Ancona|Ancona|Via Martiri della Resistenza 81-83|60127|Ibl Istituto Bancario del Lavoro S.P.A. (in Forma Abbreviata Ibl Banca)|3263|2600
459|Marche|Ancona|Ancona|Via Sandro Totti, 11|60127|Iccrea Banca S.P.A. - Istituto Centrale del Credito Cooperativo (in Forma Abbreviata Iccrea Banca S.P.A.)|8000|0
460|Marche|Ancona|Ancona|Via Sandro Totti, Snc|60121|Iccrea Bancaimpresa S.P.A.|3123|2600
461|Marche|Ancona|Ancona|Via Cialdini, 2 Angolo Corso Stamira|60122|Intesa Sanpaolo Private Banking S.P.A.|3239|2600
462|Marche|Ancona|Ancona|Corso Carlo Alberto, 96|60127|Intesa Sanpaolo S.P.A.|3069|2608
463|Marche|Ancona|Ancona|Corso Stamira, 2|60122|Intesa Sanpaolo S.P.A.|3069|2609
464|Marche|Ancona|Ancona|Via Cialdini, 2|60122|Intesa Sanpaolo S.P.A.|3069|2612
465|Marche|Ancona|Ancona|Via Flavia, 8|60131|Intesa Sanpaolo S.P.A.|3069|2611
466|Marche|Ancona|Ancona|Via Montebello, 53|60122|Intesa Sanpaolo S.P.A.|3069|2607
467|Marche|Ancona|Ancona|Via Montebello, 57/59|60122|Intesa Sanpaolo S.P.A.|3069|2606
468|Marche|Ancona|Ancona|Via I Maggio, 70/d|60131|Mps Capital Services Banca per le Imprese Spa (in Forma Abbreviata Mps Banca Per Le Imprese Spa)|10643|0
469|Marche|Ancona|Ancona|Strada Vecchia del Pinocchio, 26/Z|60100|Nuova Banca Dell'Etruria e Del Lazio Spa|5390|2600
470|Marche|Ancona|Ancona|Presso Mercato Ittico - Via Banchina Molo Sud|60125|Nuova Banca delle Marche Spa|6055|2612
471|Marche|Ancona|Ancona|Presso Ospedale Generale Torrette - Via Conca Torrette|60126|Nuova Banca delle Marche Spa|6055|2608
472|Marche|Ancona|Ancona|Via Achille Grandi, 74|60131|Nuova Banca delle Marche Spa|6055|2604
473|Marche|Ancona|Ancona|Via della Ricostruzione, 6|60125|Nuova Banca delle Marche Spa|6055|2610
474|Marche|Ancona|Ancona|Via Esino, 64|60126|Nuova Banca delle Marche Spa|6055|2606
475|Marche|Ancona|Ancona|Via Frediani, 8/D|60123|Nuova Banca delle Marche Spa|6055|2609
476|Marche|Ancona|Ancona|Via Marsala, 15/e|60121|Nuova Banca delle Marche Spa|6055|2600
477|Marche|Ancona|Ancona|Via Mattei, 24|60125|Nuova Banca delle Marche Spa|6055|2611
478|Marche|Ancona|Ancona|Via Piave, 55|60124|Nuova Banca delle Marche Spa|6055|2603
479|Marche|Ancona|Ancona|Via Tiziano, 94 (Palazzo Leopardi)|60125|Nuova Banca delle Marche Spa|6055|2607
480|Marche|Ancona|Ancona|Viale G. Marconi, 217/219|60125|Nuova Banca delle Marche Spa|6055|2602
481|Marche|Ancona|Ancona|Corso Stamira, 51|60122|Unicredit, Societa' per Azioni|2008|2634
482|Marche|Ancona|Ancona|Largo Fiera della Pesca|60125|Unicredit, Societa' per Azioni|2008|2642
483|Marche|Ancona|Ancona|Piazza della Repubblica, 1/B|60121|Unicredit, Societa' per Azioni|2008|2629
484|Marche|Ancona|Ancona|Piazza della Repubblica, 1/C|60121|Unicredit, Societa' per Azioni|2008|2643
485|Marche|Ancona|Ancona|Piazza Roma, 25|60121|Unicredit, Societa' per Azioni|2008|2626
486|Marche|Ancona|Ancona|Piazza Torricelli, 22|60126|Unicredit, Societa' per Azioni|2008|2639
487|Marche|Ancona|Ancona|Piazza Ugo Bassi, 32|60127|Unicredit, Societa' per Azioni|2008|2621
488|Marche|Ancona|Ancona|Presso Centro Commerciale Conero - Via Scataglini|60131|Unicredit, Societa' per Azioni|2008|2624
489|Marche|Ancona|Ancona|Presso Facolta' Medicina Osp. Torrette - Via Tronto, 10|60126|Unicredit, Societa' per Azioni|2008|2641
490|Marche|Ancona|Ancona|Presso Universita' - Via Brecce Bianche|60131|Unicredit, Societa' per Azioni|2008|2617
491|Marche|Ancona|Ancona|Via Bruno Buozzi, 16|60131|Unicredit, Societa' per Azioni|2008|2644
492|Marche|Ancona|Ancona|Via Buozzi, 14|60131|Unicredit, Societa' per Azioni|2008|2623
493|Marche|Ancona|Ancona|Via Dell'Industria, 7/B|60127|Unicredit, Societa' per Azioni|2008|2632
494|Marche|Ancona|Ancona|Via Tavernelle, 93/B|60128|Unicredit, Societa' per Azioni|2008|2627
495|Marche|Ancona|Ancona|Via Trieste, 19/A|60124|Unicredit, Societa' per Azioni|2008|2619
496|Marche|Ancona|Ancona|Via Velino, 10|60126|Unicredit, Societa' per Azioni|2008|2640
497|Marche|Ancona|Ancona|Via Giannelli, 18|60100|Unipol Banca Spa|3127|2600
498|Marche|Ancona|Ancona|Via Martiri della Resistenza, 62|60125|Veneto Banca S.P.A.|5035|2600
499|Marche|Ancona|Ancona|Via Sandro Totti, 1|60131|Veneto Banca S.P.A.|5035|2601
500|Marche|Ancona|Arcevia|Via San Giovanni Battista, 93|60011|Banca di Credito Cooperativo Di Ostra Vetere Societa' Cooperativa|8705|37230
501|Marche|Ancona|Arcevia|Piazza Garibaldi, 2 Ang. Via Brunamonti|60011|Nuova Banca delle Marche Spa|6055|37230
502|Marche|Ancona|Arcevia|Corso Mazzini, 75|60011|Veneto Banca S.P.A.|5035|37230
503|Marche|Ancona|Barbara|Corso Vittorio Emanuele Ii, 32|60010|Banca di Credito Cooperativo Di Ostra Vetere Societa' Cooperativa|8705|37240
504|Marche|Ancona|Barbara|Via F.Lli Kennedy, 8|60010|Nuova Banca delle Marche Spa|6055|37240
505|Marche|Ancona|Belvedere Ostrense|Via Igino Brutti, 15|60030|Nuova Banca delle Marche Spa|6055|37250
506|Marche|Ancona|Camerano|Via Mons. Donzelli, 34/36|60021|Banca di Filottrano - Credito Cooperativo Di Filottrano e Camerano - Societa' Cooperativa|8549|37260
507|Marche|Ancona|Camerano|Via Aspio, 201|60021|Carilo - Cassa di Risparmio Di Loreto S.P.A.|6195|37260
508|Marche|Ancona|Camerano|Via Papa Giovanni Xxiii, 13|60021|Intesa Sanpaolo S.P.A.|3069|37260
509|Marche|Ancona|Camerano|Strada Statale 16, Km 309|60021|Nuova Banca delle Marche Spa|6055|37260
510|Marche|Ancona|Camerano|Via Garibaldi, 76|60021|Unicredit, Societa' per Azioni|2008|37261
511|Marche|Ancona|Camerata Picena|Via San Giuseppe|60020|Banca di Credito Cooperativo Di Falconara Marittina - Societa' Cooperativa|8086|37640
512|Marche|Ancona|Camerata Picena|Via Enrico Fermi, 1|60020|Nuova Banca delle Marche Spa|6055|37640
513|Marche|Ancona|Castelbellino|Via Gramsci, 10|60030|Nuova Banca delle Marche Spa|6055|37270
514|Marche|Ancona|Castelbellino|Via Roma, 36|60030|Nuova Banca delle Marche Spa|6055|37271
515|Marche|Ancona|Castelfidardo|Via Crucianelli, 1|60022|Banca di Ancona, Credito Cooperativo Societa' Cooperativa|8916|37280
516|Marche|Ancona|Castelfidardo|Via Murri, 2/A|60022|Banca di Filottrano - Credito Cooperativo Di Filottrano e Camerano - Societa' Cooperativa|8549|37280
517|Marche|Ancona|Castelfidardo|Via Settimio Soprani, 5|60022|Banca di Filottrano - Credito Cooperativo Di Filottrano e Camerano - Societa' Cooperativa|8549|37280
518|Marche|Ancona|Castelfidardo|Via Perosi, 9|60022|Banca Monte dei Paschi di Siena S.P.A.|1030|37280
519|Marche|Ancona|Castelfidardo|Via A. Meucci, 2|60022|Banca Piccolo Credito Valtellinese, Societa' per Azioni|5216|37280
520|Marche|Ancona|Castelfidardo|Via Cesare Battisti, 5|60022|Banca Popolare di Ancona Societa' per Azioni|5308|37280
521|Marche|Ancona|Castelfidardo|Via XVIII Settembre, 12|60022|Carilo - Cassa di Risparmio Di Loreto S.P.A.|6195|37280
522|Marche|Ancona|Castelfidardo|Via XXV Aprile, 67/69|60022|Carilo - Cassa di Risparmio Di Loreto S.P.A.|6195|37281
523|Marche|Ancona|Castelfidardo|Via C. Colombo, 2|60022|Intesa Sanpaolo S.P.A.|3069|37280
524|Marche|Ancona|Castelfidardo|Via Jesina, 27/G - Presso Centro Commerciale Oasi|60022|Nuova Banca delle Marche Spa|6055|37281
525|Marche|Ancona|Castelfidardo|Piazza Don Minzoni, 11|60022|Unicredit, Societa' per Azioni|2008|37281
526|Marche|Ancona|Castelleone di Suasa|Piazza Vittorio Emanuele Ii, 4|60010|Banca di Credito Cooperativo Di Corinaldo - Societa' Cooperativa|8508|37290
527|Marche|Ancona|Castelleone di Suasa|Corso Marconi, 2/4/6|60010|Nuova Banca delle Marche Spa|6055|37290
528|Marche|Ancona|Castelplanio|Via Fratelli Cervi, 4|60031|Nuova Banca delle Marche Spa|6055|37300
529|Marche|Ancona|Cerreto d'Esi|Via Belisario, 2|60043|Cassa di Risparmio Di Fermo S.P.A. (in Forma Abbreviata Carifermo S.P.A.)|6150|37310
530|Marche|Ancona|Cerreto d'Esi|Via s. Croce, 11|60043|Veneto Banca S.P.A.|5035|37310
531|Marche|Ancona|Chiaravalle|Corso Matteotti, 154|60033|Banca di Credito Cooperativo Di Falconara Marittina - Societa' Cooperativa|8086|37320
532|Marche|Ancona|Chiaravalle|Via Don Minzoni, 8|60033|Banca di Credito Cooperativo Di Ostra e Morro D'Alba - Societa' Cooperativa|8704|37320
533|Marche|Ancona|Chiaravalle|Viale Fratelli Rosselli, Snc|60033|Banca Monte dei Paschi di Siena S.P.A.|1030|37320
534|Marche|Ancona|Chiaravalle|Via della Repubblica, 83|60033|Banca Popolare di Ancona Societa' per Azioni|5308|37320
535|Marche|Ancona|Chiaravalle|Via Verdi, 84|60033|Banca Popolare di Bari - Societa' Cooperativa Per Azioni|5424|37320
536|Marche|Ancona|Chiaravalle|Corso Matteotti, 94|60033|Nuova Banca delle Marche Spa|6055|37321
537|Marche|Ancona|Chiaravalle|Corso Matteotti, 136|60033|Unicredit, Societa' per Azioni|2008|37321
538|Marche|Ancona|Chiaravalle|Via Molinelli, 17|60033|Veneto Banca S.P.A.|5035|37320
539|Marche|Ancona|Corinaldo|Via del Corso, 45|60013|Banca di Credito Cooperativo Di Corinaldo - Societa' Cooperativa|8508|37330
540|Marche|Ancona|Corinaldo|Via Nevola, 5|60013|Banca di Credito Cooperativo Di Corinaldo - Societa' Cooperativa|8508|37331
541|Marche|Ancona|Corinaldo|Via Borgo di Sopra, 64|60013|Intesa Sanpaolo S.P.A.|3069|37330
542|Marche|Ancona|Corinaldo|Piazza X Agosto, 1|60013|Nuova Banca delle Marche Spa|6055|37330
543|Marche|Ancona|Cupramontana|Piazza Cavour, 11|60034|Banca Popolare di Ancona Societa' per Azioni|5308|37340
544|Marche|Ancona|Cupramontana|Via M. Ferranti, 9|60034|Veneto Banca S.P.A.|5035|37340
545|Marche|Ancona|Fabriano|Via Dante Ang. Via de Gasperi|60044|Banca di Credito Cooperativo Di Pergola - Societa' Cooperativa|8731|21100
546|Marche|Ancona|Fabriano|Viale Zonghi, 21/A|60044|Banca Monte dei Paschi di Siena S.P.A.|1030|21100
547|Marche|Ancona|Fabriano|Viale XXIII Luglio, 25|60044|Banca Nazionale del Lavoro S.P.A. (in Forma Contratta Bnl S.P.A.)|1005|21100
548|Marche|Ancona|Fabriano|Piazza Miliani, 16|60044|Banca Popolare di Ancona Societa' per Azioni|5308|21100
549|Marche|Ancona|Fabriano|Via Dante, 71|60044|Intesa Sanpaolo S.P.A.|3069|21103
550|Marche|Ancona|Fabriano|Via Dante, 41|60044|Nuova Banca Dell'Etruria e Del Lazio Spa|5390|21100
551|Marche|Ancona|Fabriano|Via Dante, 83/97|60044|Nuova Banca delle Marche Spa|6055|21102
552|Marche|Ancona|Fabriano|Via Martiri della Liberta', 44|60044|Nuova Banca delle Marche Spa|6055|21100
553|Marche|Ancona|Fabriano|Via Zonghi, 53|60044|Unicredit, Societa' per Azioni|2008|21103
554|Marche|Ancona|Fabriano|Corso della Repubblica, 73|60044|Veneto Banca S.P.A.|5035|21110
555|Marche|Ancona|Fabriano|Piazza Garibaldi, 54|60044|Veneto Banca S.P.A.|5035|21111
556|Marche|Ancona|Fabriano|Piazzale Matteotti, 27/A|60044|Veneto Banca S.P.A.|5035|21116
557|Marche|Ancona|Fabriano|Via Don Giuseppe Riganelli, 36|60044|Veneto Banca S.P.A.|5035|21113
558|Marche|Ancona|Falconara Marittima|Via Nino Bixio, 92|60015|Banca di Credito Cooperativo Di Falconara Marittina - Societa' Cooperativa|8086|37350
559|Marche|Ancona|Falconara Marittima|Via XXV Aprile, 1|60020|Banca di Credito Cooperativo Di Falconara Marittina - Societa' Cooperativa|8086|37351
560|Marche|Ancona|Falconara Marittima|Via Flaminia, 685|60015|Banca Monte dei Paschi di Siena S.P.A.|1030|37350
561|Marche|Ancona|Falconara Marittima|Via Nino Bixio, 18|60015|Banca Monte dei Paschi di Siena S.P.A.|1030|37351
562|Marche|Ancona|Falconara Marittima|Via XX Settembre, 5/A|60015|Banca Nazionale del Lavoro S.P.A. (in Forma Contratta Bnl S.P.A.)|1005|37350
563|Marche|Ancona|Falconara Marittima|Via Puglie, 8|60015|Banca Piccolo Credito Valtellinese, Societa' per Azioni|5216|37350
564|Marche|Ancona|Falconara Marittima|Via IV Novembre, 8|60015|Banca Popolare di Ancona Societa' per Azioni|5308|37350
565|Marche|Ancona|Falconara Marittima|Via Marsala, 38|60015|Intesa Sanpaolo S.P.A.|3069|37353
566|Marche|Ancona|Falconara Marittima|Via P. Mauri, 2/4|60015|Nuova Banca delle Marche Spa|6055|37351
567|Marche|Ancona|Falconara Marittima|Via XX Settembre, 4|60015|Nuova Banca delle Marche Spa|6055|37350
568|Marche|Ancona|Falconara Marittima|Piazza Garibaldi, 4|60015|Unicredit, Societa' per Azioni|2008|37352
569|Marche|Ancona|Falconara Marittima|Via Pietro Mauri, 22|60015|Unicredit, Societa' per Azioni|2008|37353
570|Marche|Ancona|Filottrano|Piazza Garibaldi, 26|60024|Banca di Filottrano - Credito Cooperativo Di Filottrano e Camerano - Societa' Cooperativa|8549|37360
571|Marche|Ancona|Filottrano|Via Montoro Nuovo, 19|60024|Banca di Filottrano - Credito Cooperativo Di Filottrano e Camerano - Societa' Cooperativa|8549|37361
572|Marche|Ancona|Filottrano|Via Oberdan, 5|60024|Banca Popolare di Ancona Societa' per Azioni|5308|37360
573|Marche|Ancona|Filottrano|Via XXX Giugno|60024|Cassa di Risparmio Di Fermo S.P.A. (in Forma Abbreviata Carifermo S.P.A.)|6150|37360
574|Marche|Ancona|Filottrano|Corso del Popolo, 87|60024|Nuova Banca delle Marche Spa|6055|37360
575|Marche|Ancona|Genga|Camponocecchio, 71/A|60040|Veneto Banca S.P.A.|5035|37371
576|Marche|Ancona|Jesi|Viale della Vittoria, 42B/42C|60035|Banca Carim - Cassa di Risparmio Di Rimini S.P.A.|6285|21200
